"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Bond","Theodore","M","1","Smith","208.16934","free","Houston-The Woodlands-Sugar Land, TX","904","Victory","52"
"Usher featuring will.i.am","Mohammad","M","8","Rodriguez","395.72853","paid","Sacramento--Roseville--Arden-Arcade, CA","900","OMG","88"
"The All-American Rejects","Mohammad","M","11","Rodriguez","256.31302","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Why Worry","88"
"Vangelis","Jacob","M","0","Klein","327.52281","paid","Tampa-St. Petersburg-Clearwater, FL","913","Wait For Me","73"
"David Archuleta","Mohammad","M","12","Rodriguez","205.26975","paid","Sacramento--Roseville--Arden-Arcade, CA","900","To Be With You","88"
"Hercules And Love Affair","Mohammad","M","13","Rodriguez","471.74485","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Blind (Frankie Knuckles Remix)","88"
"3 Doors Down","Mohammad","M","14","Rodriguez","237.13914","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Here Without You","88"
"Natalie Imbruglia","Mohammad","M","15","Rodriguez","216.39791","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Stuck On The Moon","88"
"Josh Turner","Mohammad","M","16","Rodriguez","207.93424","paid","Sacramento--Roseville--Arden-Arcade, CA","900","What It Ain't","88"
"Ryan Adams & The Cardinals","Mohammad","M","17","Rodriguez","275.22567","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Dear John","88"
"Nicky Jam","Mohammad","M","18","Rodriguez","178.33751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Me Voy Pal Party","88"
"Flo Rida","Matthew","M","1","Jones","264.88118","paid","Janesville-Beloit, WI","808","Available [feat. Akon] (Album Version)","36"
"M83","Mohammad","M","19","Rodriguez","637.3873","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Lower Your Eyelids To Die With The Sun","88"
"Quantic","Jayden","M","1","Fox","240.22159","free","New Orleans-Metairie, LA","936","Sound Of Everything Feat. Alice Russell","101"
"Horse Feathers","Matthew","M","2","Jones","175.15057","paid","Janesville-Beloit, WI","808","Dustbowl","36"
"Kelly Clarkson","Matthew","M","3","Jones","281.5473","paid","Janesville-Beloit, WI","808","Already Gone","36"
"Dimmu Borgir","Mohammad","M","20","Rodriguez","216.65914","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Perfection Or Vanity-Outro","88"
"Jeremih","Matthew","M","4","Jones","227.26485","paid","Janesville-Beloit, WI","808","Birthday Sex","36"
"Paramore","Mohammad","M","21","Rodriguez","243.51302","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Emergency (Album Version)","88"
"Animal Collective","Matthew","M","5","Jones","410.90567","paid","Janesville-Beloit, WI","808","Fireworks","36"
"Depeche Mode","Mohammad","M","22","Rodriguez","174.39302","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Jazz Thieves","88"
"Tego Calderon","Tucker","M","0","Garrison","151.74485","free","Oxnard-Thousand Oaks-Ventura, CA","874","Pa' Que Retozen (Amended Version)","40"
"Skillet","Mohammad","M","23","Rodriguez","210.78159","paid","Sacramento--Roseville--Arden-Arcade, CA","900","The Last Night (Album Version)","88"
"The Vandals","Matthew","M","6","Jones","271.67302","paid","Janesville-Beloit, WI","808","My Girlfriend's Dead","36"
"Stars","Mohammad","M","24","Rodriguez","406.85669","paid","Sacramento--Roseville--Arden-Arcade, CA","900","In Our Bedroom After The War","88"
"Charlotte Sometimes","Matthew","M","7","Jones","173.68771","paid","Janesville-Beloit, WI","808","How I Could Just Kill A Man","36"
"Usher","Hayden","F","1","Brock","224.10404","paid","Detroit-Warren-Dearborn, MI","381","Hey Daddy (Daddy's Home)","72"
"Groove Armada","Hayden","F","2","Brock","357.61587","paid","Detroit-Warren-Dearborn, MI","381","Edge Hill","72"
"Keith Sweat Featuring Athena Cage","Mohammad","M","25","Rodriguez","263.96689","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Nobody (Featuring Athena Cage) (LP Version)","88"
"Frightened Rabbit","Mohammad","M","26","Rodriguez","259.02975","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Swim Until You Cant See Land","88"
"Gilgamesh","Hayden","F","3","Brock","44.30322","paid","Detroit-Warren-Dearborn, MI","381","Just C","72"
"Owl City","Hayden","F","4","Brock","231.67955","paid","Detroit-Warren-Dearborn, MI","381","Vanilla Twilight","72"
"Frumpies","Mohammad","M","27","Rodriguez","134.47791","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Fuck Kitty","88"
"TÃÂ©lÃÂ©phone","Hayden","F","5","Brock","363.67628","paid","Detroit-Warren-Dearborn, MI","381","Flipper","72"
"Foo Fighters","Mohammad","M","28","Rodriguez","200.61995","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Cold Day In The Sun","88"
"BjÃÂ¶rk","Mohammad","M","29","Rodriguez","348.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Undo","88"
"DecembeRadio","Lily","F","0","Burns","249.62567","free","New York-Newark-Jersey City, NY-NJ-PA","886","Find You Waiting","32"
"Grizzly Bear","Hayden","F","6","Brock","199.78404","paid","Detroit-Warren-Dearborn, MI","381","Reprise","72"
"Incubus","Hayden","F","7","Brock","257.25342","paid","Detroit-Warren-Dearborn, MI","381","Dig","72"
"The Maine","Lily","F","1","Burns","182.83057","free","New York-Newark-Jersey City, NY-NJ-PA","886","I Wanna Love You (Akon Cover) ( Compilation)","32"
"Phoenix","Mohammad","M","30","Rodriguez","179.85261","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Everything Is Everything","88"
"Ill NiÃÂ±o","Lily","F","2","Burns","172.9824","free","New York-Newark-Jersey City, NY-NJ-PA","886","Re-Birth","32"
"Rachael Yamagata","Mohammad","M","31","Rodriguez","242.75546","paid","Sacramento--Roseville--Arden-Arcade, CA","900","1963","88"
"Rammstein","Hayden","F","8","Brock","284.89098","paid","Detroit-Warren-Dearborn, MI","381","FRÃÂ¼HLING IN PARIS","72"
"Moderat","Mohammad","M","32","Rodriguez","341.55057","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Out Of Sight","88"
"The Gabe Dixon Band","Hayden","F","9","Brock","174.62812","paid","Detroit-Warren-Dearborn, MI","381","Till You're Gone","72"
"The Pussycat Dolls","Hayden","F","10","Brock","207.56853","paid","Detroit-Warren-Dearborn, MI","381","Stickwitu","72"
"Akala","Mohammad","M","33","Rodriguez","238.44526","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Comedy Tragedy History","88"
"George Baker Selection","Hayden","F","11","Brock","200.4371","paid","Detroit-Warren-Dearborn, MI","381","Morning Sky","72"
"Seru Giran","Mohammad","M","34","Rodriguez","230.81751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Viernes 3 Am","88"
"British Sea Power","Hayden","F","12","Brock","196.8322","paid","Detroit-Warren-Dearborn, MI","381","A Trip Out","72"
"Balkan Beat Box","Mohammad","M","36","Rodriguez","319.92118","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Adir Adirim (Featuring Victoria Hanna)","88"
"The Premiers","Hayden","F","13","Brock","134.81751","paid","Detroit-Warren-Dearborn, MI","381","Farmer John","72"
"Ivete Sangalo","Hayden","F","14","Brock","221.23057","paid","Detroit-Warren-Dearborn, MI","381","TÃÂ´ Na Rua","72"
"Kanye West / GLC / Consequence","Mohammad","M","37","Rodriguez","324.20526","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Spaceship","88"
"Tommy Sands","Hayden","F","15","Brock","140.12036","paid","Detroit-Warren-Dearborn, MI","381","Teenage Crush","72"
"Future Rock","Hayden","F","17","Brock","239.90812","paid","Detroit-Warren-Dearborn, MI","381","Gears","72"
"Bersuit Vergarabat","Mohammad","M","38","Rodriguez","283.68934","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Y LlegarÃÂ¡ La Paz","88"
"Kanye West","Hayden","F","18","Brock","311.92771","paid","Detroit-Warren-Dearborn, MI","381","Stronger","72"
"Pixies","Mohammad","M","39","Rodriguez","229.3024","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Where Is My Mind?","88"
"Fredrika Stahl","Hayden","F","19","Brock","183.09179","paid","Detroit-Warren-Dearborn, MI","381","I'Ll Win Your Heart","72"
"Vampire Weekend","Mohammad","M","40","Rodriguez","133.22404","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Bryn (Album)","88"
"BjÃÂ¶rk","Hayden","F","20","Brock","348.57751","paid","Detroit-Warren-Dearborn, MI","381","Undo","72"
"White Rabbits","Mohammad","M","41","Rodriguez","214.22975","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Midnight And I","88"
"La Coka Nostra","Mohammad","M","42","Rodriguez","210.52036","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Bang Bang (feat. Snoop Dogg)","88"
"Fredericks_ Goldman_ Jones","Hayden","F","21","Brock","355.26485","paid","Detroit-Warren-Dearborn, MI","381","On N'A Pas ChangÃÂ©","72"
"Jack Johnson","Mohammad","M","43","Rodriguez","201.63873","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Constellations","88"
"Josh Groban","Hayden","F","22","Brock","272.37832","paid","Detroit-Warren-Dearborn, MI","381","When You Say You Love Me (Album Version)","72"
"System of a Down","Hayden","F","23","Brock","169.89995","paid","Detroit-Warren-Dearborn, MI","381","Lonely Day","72"
"Kanka Feat. Brother Culture","Hayden","F","24","Brock","293.40689","paid","Detroit-Warren-Dearborn, MI","381","Revolution","72"
"Linkin Park","Mohammad","M","45","Rodriguez","259.86567","paid","Sacramento--Roseville--Arden-Arcade, CA","900","My December","88"
"Sara Bareilles","Hayden","F","25","Brock","233.37751","paid","Detroit-Warren-Dearborn, MI","381","Gravity","72"
"Marvin Gaye","Mohammad","M","46","Rodriguez","235.62404","paid","Sacramento--Roseville--Arden-Arcade, CA","900","I Want You","88"
"Toranja","Hayden","F","26","Brock","120.21506","paid","Detroit-Warren-Dearborn, MI","381","Doce No ChÃÂ£o","72"
"Shinedown","Mohammad","M","47","Rodriguez","191.05914","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Cyanide Sweet Tooth Suicide (Album Version)","88"
"the bird and the bee","Hayden","F","27","Brock","165.642","paid","Detroit-Warren-Dearborn, MI","381","Again & Again","72"
"Morella's Forest","Mohammad","M","48","Rodriguez","243.01669","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Falling","88"
"Foo Fighters","Hayden","F","28","Brock","117.002","paid","Detroit-Warren-Dearborn, MI","381","Hell","72"
"Faith No More","Chloe","F","1","Cuevas","186.14812","paid","San Francisco-Oakland-Hayward, CA","959","Easy","49"
"Bon Iver","Hayden","F","29","Brock","238.49751","paid","Detroit-Warren-Dearborn, MI","381","Skinny Love","72"
"Hellogoodbye","Mohammad","M","49","Rodriguez","193.93261","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Shimmy Shimmy Quarter Turn (Take It Back To Square One)","88"
"Virus Syndicate","Chloe","F","2","Cuevas","219.01016","paid","San Francisco-Oakland-Hayward, CA","959","Vibrator","49"
"Plastilina Mosh","Hayden","F","30","Brock","247.01342","paid","Detroit-Warren-Dearborn, MI","381","AlÃÂ³","72"
"Rise Against","Mohammad","M","50","Rodriguez","242.25914","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Savior","88"
"The Used","Chloe","F","3","Cuevas","190.82404","paid","San Francisco-Oakland-Hayward, CA","959","Let It Bleed (Amended Album Version)","49"
"Sonora Carruseles","Hayden","F","31","Brock","223.65995","paid","Detroit-Warren-Dearborn, MI","381","Linda Cubana","72"
"Band Of Horses","Mohammad","M","51","Rodriguez","187.0624","paid","Sacramento--Roseville--Arden-Arcade, CA","900","The General Specific (Album)","88"
"A Day To Remember","Chloe","F","4","Cuevas","243.22567","paid","San Francisco-Oakland-Hayward, CA","959","If It Means A Lot To You","49"
"Rammstein","Mohammad","M","52","Rodriguez","188.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Feuer Frei","88"
"Angels and Airwaves","Hayden","F","32","Brock","302.05342","paid","Detroit-Warren-Dearborn, MI","381","The Gift","72"
"Circle Of Dead Children","Chloe","F","5","Cuevas","30.82404","paid","San Francisco-Oakland-Hayward, CA","959","Grabbing N","49"
"Submersed","Chloe","F","6","Cuevas","214.41261","paid","San Francisco-Oakland-Hayward, CA","959","Deny Me","49"
"Of Montreal","Mohammad","M","53","Rodriguez","265.56036","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Disconnect The Dots (LP Version)","88"
"Modern English","Hayden","F","33","Brock","277.52444","paid","Detroit-Warren-Dearborn, MI","381","I Melt With You","72"
"Elliott Smith","Chloe","F","7","Cuevas","270.62812","paid","San Francisco-Oakland-Hayward, CA","959","Twilight","49"
"Cream","Mohammad","M","54","Rodriguez","298.23955","paid","Sacramento--Roseville--Arden-Arcade, CA","900","White Room","88"
"Blindside","Chloe","F","8","Cuevas","192.20853","paid","San Francisco-Oakland-Hayward, CA","959","Pitiful (LP Version)","49"
"Benga","Hayden","F","34","Brock","276.71465","paid","Detroit-Warren-Dearborn, MI","381","Benga's Off His Head","72"
"Rammstein","Mohammad","M","55","Rodriguez","188.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Feuer Frei","88"
"Timbaland / Mia","Hayden","F","35","Brock","234.52689","paid","Detroit-Warren-Dearborn, MI","381","Come Around","72"
"Les Savy Fav","Jacqueline","F","1","Lynch","181.9424","paid","Atlanta-Sandy Springs-Roswell, GA","924","Bringing Us Down","29"
"Kings Of Leon","Jacqueline","F","2","Lynch","201.79546","paid","Atlanta-Sandy Springs-Roswell, GA","924","Revelry","29"
"Hot Water Music","Jacqueline","F","3","Lynch","156.62975","paid","Atlanta-Sandy Springs-Roswell, GA","924","God Deciding","29"
"Blue States","Jacqueline","F","4","Lynch","281.02485","paid","Atlanta-Sandy Springs-Roswell, GA","924","Stereo 99","29"
"The Black Keys","Jacqueline","F","5","Lynch","339.43465","paid","Atlanta-Sandy Springs-Roswell, GA","924","Everywhere I Go","29"
"Trafik","Jacqueline","F","6","Lynch","380.21179","paid","Atlanta-Sandy Springs-Roswell, GA","924","Dirty Word","29"
"Alice Cooper","Ryann","F","1","Smith","155.42812","free","Palestine, TX","938","Under My Wheels (Live)","92"
"The Rolling Stones","Ryann","F","2","Smith","271.49016","free","Palestine, TX","938","Angie (1993 Digital Remaster)","92"
"Enrique Iglesias","Ryann","F","3","Smith","264.202","free","Palestine, TX","938","Hero","92"
"Deadmau5","Tegan","F","6","Levine","429.94893","paid","Portland-South Portland, ME","933","Arguru","80"
"Aphex Twin","Ryann","F","4","Smith","547.13424","free","Palestine, TX","938","Tha","92"
"Metric","Tegan","F","7","Levine","286.24934","paid","Portland-South Portland, ME","933","Help I'm Alive","80"
"Warren Barfield","Tegan","F","8","Levine","222.98077","paid","Portland-South Portland, ME","933","Love Is Not A Fight","80"
"Jack Johnson","Ryann","F","5","Smith","283.92444","free","Palestine, TX","938","They Do_ They Don't","92"
"Akon","Tegan","F","9","Levine","235.85914","paid","Portland-South Portland, ME","933","Lonely","80"
"Pixies","Ryann","F","6","Smith","210.99057","free","Palestine, TX","938","Hey","92"
"Enya","Tegan","F","10","Levine","179.90485","paid","Portland-South Portland, ME","933","To Go Beyond (II)","80"
"Steely Dan","Tegan","F","11","Levine","273.89342","paid","Portland-South Portland, ME","933","Rikki Don't Lose That Number","80"
"Salt-N-Pepa","Tegan","F","12","Levine","207.62077","paid","Portland-South Portland, ME","933","Push It","80"
"Five Finger Death Punch","Tegan","F","13","Levine","174.13179","paid","Portland-South Portland, ME","933","Crossing Over","80"
"Die Mooskirchner","Tegan","F","14","Levine","169.29914","paid","Portland-South Portland, ME","933","Frisch und g'sund","80"
"Lynyrd Skynyrd","Theodore","M","1","Smith","216.60689","free","Houston-The Woodlands-Sugar Land, TX","953","Sweet home Alabama","52"
"Kostia","Theodore","M","2","Smith","281.10322","free","Houston-The Woodlands-Sugar Land, TX","953","Secret Garden","52"
"N.E.R.D. FEATURING MALICE","Jayden","M","0","Fox","288.9922","free","New Orleans-Metairie, LA","184","Am I High (Feat. Malice)","101"
"Death Cab for Cutie","Stefany","F","1","White","216.42404","free","Lubbock, TX","82","A Lack Of Color (Album Version)","83"
"Tracy Gang Pussy","Stefany","F","2","White","221.33506","free","Lubbock, TX","82","I Have A Wish","83"
"Skillet","Kevin","M","0","Arellano","178.02404","free","Harrisburg-Carlisle, PA","153","Monster (Album Version)","66"
"Dance Gavin Dance","Marina","F","0","Sutton","218.46159","free","Salinas, CA","47","Uneasy Hearts Weigh The Most","48"
"Dalto","Aiden","M","1","Hess","190.40608","free","La Crosse-Onalaska, WI-MN","170","Falta Te Dizer","86"
"Kanye West","Makinley","F","0","Jones","278.88281","free","Chicago-Naperville-Elgin, IL-IN-WI","118","Family Business","17"
"Jason Mraz & Colbie Caillat","Kevin","M","0","Arellano","189.6224","free","Harrisburg-Carlisle, PA","187","Lucky (Album Version)","66"
"Liz Callaway","Lily","F","0","Koch","175.43791","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Journey To The Past  (LP Version)","15"
"The Decemberists","Lily","F","1","Koch","242.59873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything I Try to Do_ Nothing Seems to Turn Out Right","15"
"Christina Aguilera","Lily","F","2","Koch","254.48444","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Impossible","15"
"OneRepublic","Lily","F","3","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Secrets","15"
"Cat Stevens","Kynnedi","F","1","Sanchez","200.202","free","Cedar Rapids, IA","88","Wild World","89"
"Brett Dennen","Lily","F","4","Koch","179.66975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","World Keeps Turning","15"
"Godsmack","Lily","F","5","Koch","208.24771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Greed","15"
"Anis","Lily","F","6","Koch","246.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Swing Javanaise","15"
"Tiziano Ferro","Lily","F","7","Koch","251.42812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ed Ero Contentissimo","15"
"Kylie Auldist","Lily","F","8","Koch","265.92608","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ship Inside A Bottle","15"
"Benga","Lily","F","9","Koch","286.17098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Cut","15"
"T. Rex","Lily","F","10","Koch","132.85832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ride A White Swan","15"
"Mexican Institute of Sound","Lily","F","11","Koch","278.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mirando a Las Muchachas","15"
"Velour 100","Lily","F","12","Koch","202.29179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Clouds (Of Color Bright Album Version)","15"
"Maria de Barros","Lily","F","13","Koch","276.29669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Riberonzinha","15"
"Toby Keith","Lily","F","14","Koch","177.162","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Big Blue Note","15"
"Marques Houston","Lily","F","15","Koch","264.98567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Naked","15"
"Commit Suicide","Lily","F","16","Koch","105.482","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","In All This Revelation","15"
"Smile Empty Soul","Lily","F","17","Koch","218.61832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Bottom of a Bottle (Explicit Album Version)","15"
"Amy Winehouse","Lily","F","18","Koch","221.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Wake Up Alone","15"
"Eyehategod","Lily","F","19","Koch","155.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sisterfucker (part Ii)","15"
"Sunidhi Chauhan / Anu Malik / Jatin Sharma","Lily","F","20","Koch","319.32036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Dekh Le","15"
"Blondie","Lily","F","21","Koch","127.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little Girl Lies (2001 Digital Remaster)","15"
"She & Him","Lily","F","23","Koch","167.83628","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Got Me","15"
"The Black Keys","Lily","F","24","Koch","294.76526","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Lengths","15"
"Survivor","Lily","F","25","Koch","245.36771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Eye Of The Tiger","15"
"Conya Doss","Lily","F","26","Koch","317.98812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Miss You","15"
"Disney Studio Chorus","Lily","F","28","Koch","234.84036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little April Shower","15"
"Dirty Projectors","Lily","F","29","Koch","319.63383","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Stillness Is The Move","15"
"Boom Bip","Lily","F","30","Koch","330.16118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","From Left To Right","15"
"Avantasia","Lily","F","31","Koch","368.97914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Shelter From The Rain","15"
"Amon Amarth","Lily","F","32","Koch","312.29342","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","North Sea Storm (Live)","15"
"Young Money featuring Lloyd","Lily","F","33","Koch","196.33587","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","BedRock (Radio Edit) (feat.Lloyd)","15"
"Breakbeat Era","Lily","F","34","Koch","326.32118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Anti-Everything","15"
"Local Natives","Lily","F","35","Koch","237.92281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Airplanes","15"
"Gabriella Cilmi","Lily","F","36","Koch","207.38567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Awkward Game","15"
"Minus The Bear","Tegan","F","1","Levine","219.76771","free","Portland-South Portland, ME","165","Knights","80"
"Calle 13 Featuring CafÃÂ© Tacuba","Lily","F","37","Koch","293.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","No Hay Nadie Como TÃÂº","15"
"Frumpies","Aleena","F","0","Kirby","134.47791","paid","Waterloo-Cedar Falls, IA","157","Fuck Kitty","44"
"D-12","Aleena","F","1","Kirby","261.40689","paid","Waterloo-Cedar Falls, IA","157","Barbershop","44"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Tegan","F","2","Levine","375.19628","free","Portland-South Portland, ME","165","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","80"
"Dragonette","Lily","F","38","Koch","246.49098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Fixin to Thrill","15"
"Pennywise","Mohammad","M","0","Rodriguez","188.26404","free","Sacramento--Roseville--Arden-Arcade, CA","87","The Western World","88"
"Kanye West","Aleena","F","2","Kirby","238.52363","paid","Waterloo-Cedar Falls, IA","157","Flashing Lights","44"
"Flash And The Pan","Lily","F","39","Koch","224.65261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Waiting for a Train [Single Mix]","15"
"Washed Out","Tegan","F","3","Levine","168.6722","free","Portland-South Portland, ME","165","New Theory","80"
"Katy Perry","Aleena","F","3","Kirby","179.40853","paid","Waterloo-Cedar Falls, IA","157","I Kissed A Girl","44"
"AFI","Lily","F","40","Koch","198.97424","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Miss Murder","15"
"Drake / Kanye West / Lil Wayne / Eminem","Aleena","F","4","Kirby","357.66812","paid","Waterloo-Cedar Falls, IA","157","Forever","44"
"The Crests","Lily","F","41","Koch","182.88281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","16 Candles","15"
"Nirvana","Lily","F","42","Koch","219.08853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Come As You Are","15"
"Knights Of The Abyss","Aleena","F","5","Kirby","205.66159","paid","Waterloo-Cedar Falls, IA","157","Dragon Pie","44"
"Binary Star","Lily","F","43","Koch","300.19873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Honest Expression","15"
"Nada Surf","Aleena","F","6","Kirby","181.08036","paid","Waterloo-Cedar Falls, IA","157","Whose Authority","44"
"Blank & Jones","Aleena","F","7","Kirby","310.15138","paid","Waterloo-Cedar Falls, IA","157","Beyond Time (Ambient Mix)","44"
"Carnifex","Lily","F","44","Koch","219.89832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","By Darkness Enslaved","15"
"Bono / Secret Machines","Lily","F","45","Koch","285.43955","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Am The Walrus","15"
"Broadcast 2000","Aleena","F","8","Kirby","198.84363","paid","Waterloo-Cedar Falls, IA","157","The View","44"
"Pixies","Aleena","F","9","Kirby","229.3024","paid","Waterloo-Cedar Falls, IA","157","Where Is My Mind?","44"
"Kings Of Leon","Lily","F","46","Koch","242.99057","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Holy Roller Novocaine","15"
"Arctic Monkeys","Aleena","F","10","Kirby","221.85751","paid","Waterloo-Cedar Falls, IA","157","You Know I'm No Good","44"
"Alliance Ethnik","Lily","F","47","Koch","252.21179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","ReprÃÂ©sente","15"
"Apocalyptica","Chloe","F","0","Cuevas","409.86077","free","San Francisco-Oakland-Hayward, CA","179","Coma","49"
"Big Tymers","Aleena","F","11","Kirby","256.15628","paid","Waterloo-Cedar Falls, IA","157","Lil Mama","44"
"Pat Green","Lily","F","48","Koch","295.33995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Whiskey","15"
"Daughtry","Aleena","F","12","Kirby","249.91302","paid","Waterloo-Cedar Falls, IA","157","No Surprise","44"
"Air","Chloe","F","1","Cuevas","212.21832","free","San Francisco-Oakland-Hayward, CA","179","Playground Love","49"
"Sam Cooke","Lily","F","49","Koch","122.04363","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ain't Misbehavin","15"
"Live","Aleena","F","13","Kirby","203.28444","paid","Waterloo-Cedar Falls, IA","157","Deep Enough","44"
"Everclear","Lily","F","50","Koch","222.61506","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Summerland","15"
"Alison Krauss / Union Station","Aleena","F","14","Kirby","129.67138","paid","Waterloo-Cedar Falls, IA","157","Down To The River To Pray","44"
"The All-American Rejects","Lily","F","51","Koch","239.22893","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Move Along","15"
"Covenant","Aleena","F","15","Kirby","300.19873","paid","Waterloo-Cedar Falls, IA","157","XRDS","44"
"You Me At Six","Aiden","M","0","Hess","191.13751","free","La Crosse-Onalaska, WI-MN","189","Liquid Confidence","86"
"Motion City Soundtrack","Lily","F","52","Koch","206.34077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything Is Alright (Album Version)","15"
"FM Static","Lily","F","53","Koch","169.84771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Something To Believe In","15"
"Dave Gahan","Lily","F","54","Koch","272.92689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Kingdom","15"
"Metallica","Lily","F","55","Koch","319.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mama Said","15"
"Dr. Hook","Lily","F","56","Koch","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sylvia's Mother","15"
"Gotan Project","Lily","F","57","Koch","321.30567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Diferente","15"
"Carrie Underwood","Lily","F","58","Koch","221.3873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Play On","15"
"Ut","Lily","F","59","Koch","313.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I.D.","15"
